tweet_id,favorites,retweets
821886076407029760,11405,2336
821813639212650496,0,3390
821765923262631936,8484,1676
821522889702862852,8090,1784
821421320206483457,0,5651
821407182352777218,11886,4382
821153421864615936,259,10
821149554670182400,8729,2016
821107785811234820,9685,2161
821044531881721856,12775,2309
820837357901512704,0,6807
820749716845686786,31839,10005
820690176645140481,12319,3268
820494788566847489,0,569
820446719150292993,0,2598
820314633777061888,3375,569
820078625395449857,19999,6369
820013781606658049,0,1189
819952236453363712,5382,1189
819924195358416896,13033,4928
819711362133872643,13506,3152
819588359383371776,9738,2012
819347104292290561,7289,1223
819238181065359361,2294,411
819227688460238848,23294,6807
819015337530290176,0,37292
819015331746349057,0,19180
819006400881917954,45769,19180
819004803107983360,87835,37292
818646164899774465,0,21282
818627210458333184,22644,7640
818614493328580609,9952,2604
818588835076603904,0,6233
818536468981415936,11021,2492
818307523543449600,0,8206
818259473185828864,11149,2298
818145370475810820,12411,2608
817908911860748288,4908,815
817827839487737858,52246,27423
817777686764523521,10872,2729
817536400337801217,11907,3011
817502432452313088,0,3442
817423860136083457,34232,14915
817415592588222464,5664,964
817181837579653120,0,8577
817171292965273600,8875,2053
817120970343411712,12355,2639
817056546584727552,8702,1669
816829038950027264,0,4777
816816676327063552,10133,2072
816697700272001025,9914,2225
816450570814898180,30813,8206
816336735214911488,8703,1973
816091915477250048,9038,2176
816062466425819140,0,1038
816014286006976512,0,5354
815990720817401858,5008,1038
815966073409433600,22705,8577
815745968457060357,0,4201
815736392542261248,9973,2295
815639385530101762,8333,1674
815390420867969024,10498,3858
814986499976527872,7750,1297
814638523311648768,11417,2738
814578408554463233,0,5932
814530161257443328,8764,1896
814153002265309185,29116,8815
813944609378369540,0,3236
813910438903693312,9413,1895
813812741911748608,36929,14201
813800681631023104,8420,1793
813217897535406080,18892,7421
813202720496779264,9371,1840
813187593374461952,20155,4439
813172488309972993,9410,1958
813157409116065792,7873,2246
813142292504645637,8591,2423
813130366689148928,4533,455
813127251579564032,12013,3187
813112105746448384,10452,2792
813096984823349248,10718,3682
813081950185472002,10027,2827
813066809284972545,8063,1991
813051746834595840,21273,7494
812781120811126785,7686,1942
812709060537683968,6721,1456
812503143955202048,6168,1239
812466873996607488,8078,1965
812372279581671427,13852,3728
811985624773361665,7366,1429
811744202451197953,7656,1630
811647686436880384,5694,757
811627233043480576,12964,3140
811386762094317568,21237,6496
810984652412424192,5418,1464
810896069567610880,9150,1805
810657578271330305,11127,2699
810284430598270976,35803,11509
810254108431155201,14935,3437
809920764300447744,15773,4012
809808892968534016,0,4989
809448704142938112,7040,1495
809220051211603969,20234,5705
809084759137812480,13441,3593
808838249661788160,10267,3102
808733504066486276,8026,2204
808501579447930884,11482,2657
808344865868283904,43247,21282
808134635716833280,0,6053
808106460588765185,8921,2245
808001312164028416,12729,3602
807621403335917568,14815,3690
807106840509214720,120177,56477
807059379405148160,0,7489
807010152071229440,13291,3939
806629075125202948,75934,35329
806620845233815552,0,5635
806576416489959424,4967,1983
806542213899489280,10374,2400
806242860592926720,0,11864
806219024703037440,6526,1217
805958939288408065,0,5473
805932879469572096,8403,1954
805826884734976000,6679,1865
805823200554876929,0,8190
805520635690676224,5837,1687
805487436403003392,8934,2568
805207613751304193,7960,1753
804738756058218496,13914,3891
804475857670639616,6236,2053
804413760345620481,0,3302
804026241225523202,45218,16479
803773340896923648,10215,2799
803692223237865472,0,7569
803638050916102144,11115,4220
803380650405482500,7902,1898
803321560782307329,0,5434
803276597545603072,10185,2507
802952499103731712,9152,2049
802624713319034886,0,2972
802600418706604034,7220,1498
802572683846291456,9072,2565
802323869084381190,16477,5944
802265048156610565,6881,1403
802239329049477120,9226,2678
802185808107208704,0,278
801958328846974976,7873,1749
801854953262350336,1808,243
801538201127157760,8355,2110
801285448605831168,6153,838
801167903437357056,24894,6053
801127390143516673,0,4026
801115127852503040,8204,2146
800859414831898624,696,98
800855607700029440,0,1640
800751577355128832,10734,2854
800513324630806528,13355,3043
800459316964663297,9662,2218
800443802682937345,0,4410
800388270626521089,11329,2867
800188575492947969,0,4020
800141422401830912,15536,2598
800018252395122689,28842,13436
799774291445383169,0,4791
799757965289017345,8532,2209
799422933579902976,8194,1965
799308762079035393,0,5589
799297110730567681,10048,2816
799063482566066176,8195,2512
798933969379225600,13302,4561
798925684722855936,7621,1471
798705661114773508,0,6775
798701998996647937,0,7947
798697898615730177,0,6638
798694562394996736,0,5059
798686750113755136,0,2382
798682547630837760,0,4808
798673117451325440,0,5659
798665375516884993,0,3989
798644042770751489,0,1888
798628517273620480,0,2016
798585098161549313,0,5832
798576900688019456,0,5966
798340744599797760,0,3416
798209839306514432,10594,2613
797971864723324932,11792,3173
797545162159308800,14790,4963
797236660651966464,20280,6722
797165961484890113,227,26
796904159865868288,0,9101
796865951799083009,7816,1954
796759840936919040,12030,3098
796563435802726400,0,7420
796484825502875648,7702,1797
796387464403357696,11184,4237
796177847564038144,0,14564
796149749086875649,32775,14564
796125600683540480,5044,1846
796116448414461957,9253,2467
796080075804475393,8597,2357
796031486298386433,10984,3785
795464331001561088,50440,24125
795400264262053889,10233,2938
795076730285391872,16465,5539
794983741416415232,0,3441
794926597468000259,10414,2356
794355576146903043,0,10514
794332329137291264,9734,2731
794205286408003585,9378,3386
793962221541933056,17106,4989
793845145112371200,9378,1907
793614319594401792,0,3201
793601777308463104,8115,1658
793500921481273345,10848,2424
793286476301799424,24993,9348
793271401113350145,8840,2437
793256262322548741,20302,8514
793241302385262592,10690,3366
793226087023144960,10001,2930
793210959003287553,9083,2851
793195938047070209,15548,5737
793180763617361921,7057,2041
793165685325201412,9565,2846
793150605191548928,6279,1737
793135492858580992,6540,2548
793120401413079041,12884,3998
792913359805018113,14563,4053
792883833364439040,11494,4356
792773781206999040,7479,1707
792394556390137856,13673,4379
792050063153438720,7264,1840
791821351946420224,0,21491
791784077045166082,0,9780
791780927877898241,0,3895
791774931465953280,45866,22633
791672322847637504,11936,3201
791406955684368384,13346,4201
791312159183634433,8935,2589
791026214425268224,0,4181
790987426131050500,9981,2176
790946055508652032,16914,4777
790723298204217344,0,2355
790698755171364864,8352,1965
790581949425475584,20983,7296
790337589677002753,7950,1915
790277117346975746,12762,3236
790227638568808452,0,3639
789986466051088384,9407,2355
789960241177853952,0,4197
789903600034189313,10510,4216
789628658055020548,7612,1802
789599242079838210,6876,1964
789530877013393408,11913,3441
789314372632018944,8790,2335
789280767834746880,0,5034
789268448748703744,9243,2653
789137962068021249,9866,2851
788908386943430656,27845,12711
788765914992902144,27777,10514
788552643979468800,0,7311
788412144018661376,15775,5370
788178268662984705,7335,2136
788150585577050112,6220,1311
788070120937619456,0,3496
788039637453406209,6228,1349
787810552592695296,8773,3103
787717603741622272,10418,2829
787397959788929025,11057,2894
787322443945877504,7895,1773
787111942498508800,0,6866
786963064373534720,27022,8116
786729988674449408,0,2466
786709082849828864,18516,6220
786664955043049472,10755,2605
786595970293370880,9574,3171
786363235746385920,11043,3569
786286427768250368,8087,2894
786233965241827333,15483,4829
786051337297522688,1443,157
786036967502913536,0,7141
785927819176054784,11554,3241
785872687017132033,6788,1846
785639753186217984,7949,2270
785533386513321988,9238,2031
785515384317313025,6197,1281
785264754247995392,7357,1668
785170936622350336,12194,4913
784826020293709826,10250,3302
784517518371221505,9091,2582
784431430411685888,5771,1289
784183165795655680,20359,8190
784057939640352768,30166,11299
783839966405230592,30436,10944
783821107061198850,7454,2002
783695101801398276,10597,3270
783466772167098368,8570,2283
783391753726550016,17099,5565
783347506784731136,0,5636
783334639985389568,29522,11864
783085703974514689,8253,2233
782969140009107456,24423,7489
782747134529531904,7565,1433
782722598790725632,17487,5473
782598640137187329,7897,1899
782305867769217024,16865,5651
782021823840026624,0,6294
781955203444699136,11262,3417
781661882474196992,10555,2759
781655249211752448,4036,1143
781524693396357120,20981,5635
781308096455073793,7222,2584
781251288990355457,8538,2108
781163403222056960,9920,2778
780931614150983680,21897,7420
780858289093574656,7270,2041
780800785462489090,5554,1320
780601303617732608,12254,3390
780543529827336192,6377,1765
780496263422808064,0,3745
780476555013349377,0,115
780459368902959104,5352,1091
780192070812196864,8805,2274
780092040432480260,0,2331
780074436359819264,12303,5045
779834332596887552,19115,7141
779377524342161408,8895,3149
779124354206535695,0,18544
779056095788752897,14914,4594
778990705243029504,20192,7291
778774459159379968,0,10012
778764940568104960,876,366
778748913645780993,6956,1326
778650543019483137,5835,1525
778624900596654080,4683,1018
778408200802557953,13749,4379
778396591732486144,0,12394
778383385161035776,5898,1117
778286810187399168,10470,3335
778039087836069888,8597,2679
778027034220126208,6616,1634
777953400541634568,0,3565
777885040357281792,6401,1647
777684233540206592,11332,2972
777641927919427584,0,4282
777621514455814149,8826,2527
777189768882946048,14409,4351
776819012571455488,0,13852
776813020089548800,4928,1223
776477788987613185,8901,2813
776249906839351296,0,9232
776218204058357768,30167,16036
776201521193218049,9705,2538
776113305656188928,11863,4410
776088319444877312,1856,153
775898661951791106,0,16703
775842724423557120,11813,2684
775733305207554048,13985,4026
775729183532220416,13100,4647
775364825476165632,7455,3000
775350846108426240,10260,3944
775085132600442880,15680,4791
774757898236878852,8675,1803
774639387460112384,6780,1752
774314403806253056,21955,5589
773985732834758656,10815,3910
773922284943896577,6448,1764
773704687002451968,6656,1645
773670353721753600,5387,1324
773547596996571136,22283,6233
773336787167145985,0,5127
773308824254029826,23490,7539
773247561583001600,9531,3284
773191612633579521,10073,4181
772877495989305348,8625,3914
772826264096874500,8127,2370
772615324260794368,0,3418
772581559778025472,6554,1712
772193107915964416,6095,1405
772152991789019136,3831,1141
772117678702071809,3804,748
772114945936949249,2743,471
772102971039580160,4029,949
771908950375665664,6641,1925
771770456517009408,12098,3416
771500966810099713,8312,2631
771380798096281600,10537,5127
771171053431250945,0,7531
771136648247640064,9209,2955
771102124360998913,6277,1454
771014301343748096,6922,1671
770787852854652928,4958,1209
770772759874076672,5204,1427
770655142660169732,7384,1782
770414278348247044,6369,2120
770293558247038976,6284,1493
770093767776997377,0,3080
770069151037685760,7638,2317
769940425801170949,31556,9649
769695466921623552,6448,1695
769335591808995329,0,7789
769212283578875904,5426,1738
768970937022709760,14438,6567
768909767477751808,0,2699
768855141948723200,4226,897
768609597686943744,4148,1214
768596291618299904,5066,1292
768554158521745409,0,5891
768473857036525572,13697,3462
768193404517830656,10920,3565
767884188863397888,4763,1391
767754930266464257,16092,5434
767500508068192258,7541,2360
767191397493538821,12368,3786
767122157629476866,10221,2876
766864461642756096,0,5676
766793450729734144,5090,1365
766714921925144576,2623,380
766693177336135680,4032,803
766423258543644672,6024,1603
766313316352462849,6825,1903
766078092750233600,0,2645
766069199026450432,4243,856
766008592277377025,3760,502
765719909049503744,7263,2165
765669560888528897,5209,1232
765395769549590528,26729,3406
765371061932261376,7098,2183
765222098633691136,11678,3418
764857477905154048,6480,1788
764259802650378240,6040,1507
763956972077010945,762,55
763837565564780549,12636,4181
763183847194451968,5406,1478
763167063695355904,0,3041
763103485927849985,7383,2306
762699858130116608,12190,3639
762471784394268675,11251,6445
762464539388485633,10337,4197
762316489655476224,4815,1127
762035686371364864,31985,15618
761976711479193600,5416,2020
761750502866649088,0,3940
761745352076779520,4285,867
761672994376806400,49675,29247
761599872357261312,4133,1194
761371037149827077,0,18136
761334018830917632,5207,1459
761292947749015552,4502,1089
761227390836215808,5339,1573
761004547850530816,11353,3496
760893934457552897,3821,983
760656994973933572,6596,1920
760641137271070720,4994,1306
760539183865880579,7577,3636
760521673607086080,4230,1389
760290219849637889,26876,11536
760252756032651264,3950,869
760190180481531904,5710,1814
760153949710192640,0,31
759943073749200896,5961,2088
759923798737051648,14706,5676
759846353224826880,6744,1980
759793422261743616,5970,1921
759557299618865152,4712,1189
759447681597108224,8506,2466
759446261539934208,1673,491
759197388317847553,6084,1952
759159934323924993,0,1159
759099523532779520,14548,4185
759047813560868866,6499,2025
758854675097526272,3552,899
758828659922702336,11231,3847
758740312047005698,5745,1616
758474966123810816,3811,1004
758467244762497024,4796,2221
758405701903519748,5217,1916
758355060040593408,3398,1076
758099635764359168,19101,10012
758041019896193024,2706,375
757741869644341248,6879,3261
757729163776290825,0,7952
757725642876129280,4544,1216
757611664640446465,4571,1111
757597904299253760,0,301
757596066325864448,4339,1060
757400162377592832,15167,6871
757393109802180609,5824,1743
757354760399941633,4524,1424
756998049151549440,6293,1990
756939218950160384,6655,2015
756651752796094464,5060,1306
756526248105566208,10422,3595
756303284449767430,3935,1097
756288534030475264,44053,17743
756275833623502848,6423,1535
755955933503782912,7329,2891
755206590534418437,16442,5376
755110668769038337,21205,11111
754874841593970688,0,7924
754856583969079297,6904,2531
754747087846248448,2589,522
754482103782404096,5291,1956
754449512966619136,3755,734
754120377874386944,7889,2360
753655901052166144,5844,2172
753420520834629632,7918,3574
753398408988139520,5756,1903
753375668877008896,7644,2331
753298634498793472,0,5704
753294487569522689,3368,1043
753039830821511168,37121,20898
753026973505581056,3921,966
752932432744185856,12637,6866
752917284578922496,6932,1583
752701944171524096,0,2873
752682090207055872,6006,1594
752660715232722944,4372,1555
752568224206688256,5505,2285
752519690950500352,7369,3436
752334515931054080,3818,1094
752309394570878976,0,16239
752173152931807232,5961,1840
751950017322246144,3056,918
751937170840121344,5187,1335
751830394383790080,5810,1946
751793661361422336,5827,2900
751598357617971201,7912,3044
751583847268179968,4392,1101
751538714308972544,5035,1262
751456908746354688,3216,1002
751251247299190784,12504,5881
751205363882532864,6316,1812
751132876104687617,5064,1294
750868782890057730,4784,1362
750719632563142656,13168,5034
750506206503038976,4435,1140
750429297815552001,13147,4282
750383411068534784,4558,1153
750381685133418496,693,27
750147208377409536,3100,960
750132105863102464,3606,1293
750117059602808832,4324,1310
750101899009982464,3039,843
750086836815486976,2166,531
750071704093859840,7827,3336
750056684286914561,3154,895
750041628174217216,3178,616
750026558547456000,2719,791
750011400160841729,3242,908
749996283729883136,3064,817
749981277374128128,5114,2464
749774190421639168,4658,1312
749417653287129088,6107,1637
749403093750648834,2618,533
749395845976588288,8546,3429
749317047558017024,5496,2231
749075273010798592,5741,2069
749064354620928000,4794,1520
749036806121881602,3086,791
748977405889503236,10751,3391
748932637671223296,5804,2249
748705597323898880,2774,946
748699167502000129,4737,1583
748692773788876800,4236,1328
748575535303884801,6049,1969
748568946752774144,2194,668
748346686624440324,5196,1223
748337862848962560,7617,4100
748324050481647620,3672,754
748307329658011649,3663,707
748220828303695873,14093,7772
747963614829678593,5755,2135
747933425676525569,6577,2534
747885874273214464,2935,971
747844099428986880,2812,747
747816857231626240,4832,1159
747651430853525504,1379,153
747648653817413632,12851,5830
747600769478692864,2318,555
747594051852075008,3660,1054
747512671126323200,5516,1606
747461612269887489,3850,1037
747439450712596480,5400,1908
747242308580548608,0,2892
747219827526344708,5244,1562
747204161125646336,3362,918
747103485104099331,9527,3950
746906459439529985,2884,295
746872823977771008,5957,2121
746818907684614144,5299,1729
746790600704425984,4849,1596
746757706116112384,9543,3895
746726898085036033,6023,1790
746542875601690625,5016,1869
746521445350707200,0,979
746507379341139972,4629,1078
746369468511756288,6161,1619
746131877086527488,6881,2193
746056683365994496,3532,807
745789745784041472,4007,1060
745712589599014916,6972,2318
745433870967832576,7051,2524
745422732645535745,8532,2426
745314880350101504,7144,2735
745074613265149952,7800,3482
745057283344719872,7227,2249
744995568523612160,2955,615
744971049620602880,7836,2672
744709971296780288,5580,1557
744334592493166593,6749,2097
744234799360020481,155584,77509
744223424764059648,1653,360
743980027717509120,4148,1087
743895849529389061,3628,956
743835915802583040,0,2061
743609206067040256,4444,1378
743595368194129920,18290,6497
743545585370791937,3513,936
743510151680958465,7883,3714
743253157753532416,4206,1219
743222593470234624,6171,1900
743210557239623680,3818,1354
742534281772302336,7029,3554
742528092657332225,4393,1962
742465774154047488,7220,3889
742423170473463808,9761,3745
742385895052087300,6769,1954
742161199639494656,4313,1358
742150209887731712,5092,1537
741793263812808706,4513,1501
741743634094141440,8125,2737
741438259667034112,3655,826
741303864243200000,8730,3182
741099773336379392,9915,5483
741067306818797568,9439,3080
740995100998766593,6318,2719
740711788199743490,3380,930
740699697422163968,2830,776
740676976021798912,18055,6775
740373189193256964,34780,13240
740365076218183684,2444,427
740359016048689152,3272,861
740214038584557568,6648,1951
739979191639244800,19831,5891
739932936087216128,4024,1066
739844404073074688,3775,851
739623569819336705,3745,1342
739606147276148736,5347,1643
739544079319588864,39237,21096
739485634323156992,7102,2909
739238157791694849,114972,57503
738891149612572673,111,6
738885046782832640,3746,1132
738883359779196928,3273,787
738537504001953792,5048,1531
738402415918125056,3223,825
738184450748633089,4282,1201
738166403467907072,8694,3327
738156290900254721,2486,635
737826014890496000,5229,1754
737800304142471168,9909,3432
737678689543020544,5002,1300
737445876994609152,10175,4425
737322739594330112,3572,807
737310737551491075,14534,7354
736736130620620800,4216,1710
736392552031657984,17538,7311
736365877722001409,3931,1235
736225175608430592,8053,2753
736010884653420544,7821,2963
735991953473572864,3571,1140
735648611367784448,3996,1092
735635087207878657,6104,2330
735274964362878976,12895,4990
735256018284875776,3298,873
735137028879360001,3101,963
734912297295085568,2729,522
734787690684657664,12408,6227
734776360183431168,2473,535
734559631394082816,1470,392
733828123016450049,3541,774
733822306246479872,3636,1014
733482008106668032,3111,944
733460102733135873,4152,1270
733109485275860992,49755,16703
732732193018155009,2411,530
732726085725589504,3515,880
732585889486888962,3628,771
732375214819057664,7999,2488
732005617171337216,14746,5354
731285275100512256,3453,981
731156023742988288,3806,1253
